"dsiid","val"
1011,76.4545454545455
47,2.14285714285714
96,15
2718,1.33333333333333
2527,3.5
2456,3.83333333333333
2679,1
2957,1
2635,1
2639,9.57142857142857
2827,1.33333333333333
2846,1.4
2855,1.8
2223,9.90909090909091
2195,1.57142857142857
1677,2.55555555555556
1712,12.2
1715,1.6
1973,2.77777777777778
1781,6.63636363636364
2245,10.4545454545455
1635,1.25
1893,18
2112,21.6363636363636
2184,2
2190,1
2314,2.11111111111111
12037,1
10422,1.66666666666667
10427,1
10619,2
10647,14.5
10669,20
10676,1
10503,1
10536,1
11295,1.25
10802,1.25
10324,1
10329,1
10389,1
11080,27.5714285714286
11383,4.2
11222,33.3
11244,5.5
10892,117
10900,65.3333333333333
10904,1
10914,37.3333333333333
10915,19
10926,16.1111111111111
10942,4.66666666666667
10943,10.5
10951,24.1
11015,1
11030,1
9996,1.5
9987,1.83333333333333
9300,2.5
9024,2.2
9282,2.25
9278,2
8723,2.66666666666667
8747,3.83333333333333
8784,1.71428571428571
8787,2.66666666666667
8879,2
8883,1.83333333333333
8953,2.71428571428571
10228,2.6
10230,3.71428571428571
9911,1
9482,2.88888888888889
9506,1
9510,24
9540,30
9598,1
9612,14.7777777777778
9618,1
9632,4.11111111111111
9651,1
9748,1
8715,1
13146,4.85714285714286
12570,4.8
12584,1
12607,1
12645,2
12662,1
12473,1
12472,1
12247,1
12379,1
12383,1
12387,14.1666666666667
12463,17.9
12681,4
12740,1
12782,2.14285714285714
13563,1.66666666666667
12714,1
13473,9.5
13482,1.75
13502,2.25
11613,1
11614,1
11647,1
11658,1.5
11659,2
11669,13
11727,1
11853,25.4285714285714
11858,10.7272727272727
11815,23.9090909090909
11577,4.9
8069,14.0909090909091
11437,10.6
11573,28.2727272727273
11810,2.3
12174,13.9090909090909
12208,9
12002,7
12003,6.1
12007,5.8
12012,4.14285714285714
12039,5.3
9184,1
6483,1
6427,13
6683,1
6318,3.6
6705,1.6
6584,15.6363636363636
6604,1
6205,13.2727272727273
6605,1
6636,1
6313,1.63636363636364
6200,15.7272727272727
5598,3.36363636363636
5602,1.625
5851,1.33333333333333
5863,8.54545454545454
5893,1.5
5552,1.5
5872,1
6098,1.66666666666667
6021,1.5
6044,1
6149,1
6156,1
6056,1.6
6007,8.63636363636364
6005,45.7272727272727
5636,2.5
5609,7.27272727272727
5680,2.14285714285714
6001,1.25
8677,2.11111111111111
7892,2.5
8016,9.9
8024,1
8041,1
8028,1
8278,2
8294,4.44444444444444
8321,1
8346,1
8347,16.625
8408,35.6363636363636
8423,1
8621,9
8655,9.77777777777778
9183,14.5
8232,6.75
8121,17.4
8131,2.28571428571429
8143,41.5
8151,68.3333333333333
8158,119.666666666667
8160,44.6666666666667
8128,2
7700,56.3333333333333
7695,67.3333333333333
7685,83.1818181818182
6788,1.33333333333333
6885,25.9090909090909
7064,1
6744,1
6329,1
6745,1
6755,1
6359,1
6782,1
7399,1
7416,2.875
7419,1
7431,27.6666666666667
7457,6.6
7500,1
7501,114
7347,32.8333333333333
7294,20
7269,1
7164,1
7209,3.25
7243,1
7247,16
3786,1
3959,124.888888888889
4266,51.0909090909091
4305,19.3
4488,1
4444,1.83333333333333
3642,16.2
3574,1.33333333333333
3680,1.42857142857143
3613,64.3333333333333
3383,27.5714285714286
6013,12.3333333333333
6133,18.4285714285714
6048,53.2222222222222
6424,5.5
6448,3.5
6784,1
7177,12.7777777777778
7226,9.8
6640,34.2727272727273
6343,1
5016,3.55555555555556
5017,2
5022,3.4
5048,1
4818,34.4
5980,6.75
5338,51.6363636363636
5303,2.2
5692,27.7272727272727
5744,1
5455,2
63,1.83333333333333
95,2
177,1
199,1
277,1.5
384,95.0909090909091
408,1.14285714285714
453,4.90909090909091
21896,4.7
21994,1.8
21904,1.5
21933,1
1235,1.5
1241,1
1259,2.66666666666667
1269,6.22222222222222
819,1
954,1.33333333333333
1065,7.63636363636364
1069,1
1072,15.7272727272727
1098,3.66666666666667
21824,11.1428571428571
19766,1
19791,5.9
19804,2
19820,1
19838,1
19873,1
19904,6
19649,3.5
19633,2
19082,4
19083,1
19145,1
19461,3.4
19471,2
19473,2.66666666666667
19474,3.42857142857143
19177,19.1428571428571
19209,2
19518,2.125
19522,21
19920,1
19565,4.66666666666667
19567,11.1
19936,1
19938,2.4
19939,12.6363636363636
20143,4
21405,4.36363636363636
21426,1.5
21501,2.5
21525,1.44444444444444
21553,1.14285714285714
21613,1.33333333333333
20145,1
20146,8.7
20066,4
20161,3
20179,1.33333333333333
20105,1
20111,1
20119,1
20140,2.66666666666667
20384,5.14285714285714
20595,7.33333333333333
20806,1.5
20372,3.45454545454545
2626,3
2821,1.5
2406,1.75
2242,1.25
2475,1.8
2539,1.2
3211,7.2
2980,1
2126,1
1603,6.3
1738,1
2083,26.5454545454545
2097,1
2104,2
1760,5.45454545454545
1768,1
7320,3.22222222222222
14883,6
14889,28.8
14910,9.7
15967,6.4
15651,3.3
15737,7.3
15753,2.7
14812,4.66666666666667
15058,4.85714285714286
15098,3
14674,5.81818181818182
14678,4.85714285714286
14774,5.36363636363636
15766,2.83333333333333
16459,1.75
16549,3
15772,1
15773,1.5
16354,2.2
13895,1
13939,5.66666666666667
13949,2.33333333333333
14177,2.33333333333333
14001,1
14002,1
14209,4.66666666666667
14211,1.5
14219,12
13883,2.4
13731,1
13041,16.1818181818182
13755,9.8
13061,8.5
13062,3
13770,6
13776,8.72727272727273
13782,2.44444444444444
14086,2.7
13842,2.14285714285714
16723,24.6363636363636
14438,3.44444444444444
14448,89
14535,4.42857142857143
14548,1.5
14559,9.71428571428571
14568,2
14247,1
14258,5.25
14294,11.5
14312,3.1
14313,1.2
14112,1.2
14330,1.16666666666667
16845,3
19064,6.14285714285714
19070,4.88888888888889
19080,1.2
19508,1
19208,1.5
19230,6
19043,5.33333333333333
18989,34.75
18741,97.6666666666667
18744,101
18817,14.6666666666667
18821,7
18822,1
19420,7.11111111111111
19422,1
19927,1
19928,6
19632,20.5
19828,1
19872,1
19908,18.8181818181818
20026,1
20049,10
20096,1.5
19652,39
19654,3.4
19661,3
18678,1.33333333333333
19739,8.66666666666667
19747,7.5
19777,1
19993,53.2727272727273
19995,130.4
19710,4.33333333333333
17203,1
17230,3.2
17231,2.875
17240,2
17730,3.33333333333333
17735,8
17438,11.6666666666667
17736,3.5
17465,2
17585,107.833333333333
17589,3.83333333333333
17593,221.666666666667
17535,2.5
17024,16
17623,2.5
17033,2.5
17002,1.33333333333333
16846,182.181818181818
18324,68.4545454545455
18337,93.3
18410,1
18439,1
18461,146.5
18467,126.75
18498,110
19314,68.8181818181818
18581,12.7777777777778
18613,31.4
18630,45.5
18647,55.6
18655,4.8
18657,42.8181818181818
18279,8.75
18218,23.6363636363636
17771,10.3
18016,1
17812,1
17827,134.363636363636
17852,1.6
17922,142.818181818182
18083,25.1818181818182
19258,31.2222222222222
19261,9
19272,4.5
18166,174.181818181818
18191,42.2857142857143
18192,67.8571428571429
18196,213.666666666667
17921,142.833333333333
19063,95.7777777777778
12965,157
8855,17.5
8859,1
8991,1.66666666666667
9480,1
8750,7.18181818181818
8334,4.8
8553,23.2727272727273
8425,16.5
8595,18.5454545454545
8597,7
8636,6.36363636363636
8647,5.9
8652,7
9181,12.6
8687,9.54545454545454
9565,10.3636363636364
9934,17.5
9935,3.85714285714286
9973,14.4545454545455
9975,15.1818181818182
9982,11.4545454545455
10268,13.2727272727273
10038,11.3636363636364
10040,6
10056,17.6363636363636
9853,13.9090909090909
9603,11.2727272727273
9608,9.33333333333333
9669,7.2
9728,12.9090909090909
9735,23.3
9744,12.5454545454545
9770,16.8181818181818
9771,16.5454545454545
9773,2.33333333333333
9775,1.6
9825,15.6363636363636
9829,16.8181818181818
7825,21.0909090909091
7831,18.5454545454545
7687,27.9090909090909
7699,16.3636363636364
7354,1
7364,27.3636363636364
7404,30.9090909090909
7418,24.3636363636364
7453,1.5
7516,15.8181818181818
8031,1
8167,8.16666666666667
8458,28.5454545454545
8477,23
8211,29.5
13609,30.3
12030,13.6363636363636
12034,17.8571428571429
12238,1.33333333333333
12241,1
13100,6.5
12423,11.3636363636364
11999,24.7777777777778
11748,1
11895,16.7
12146,11.4
11933,21.2
13167,4.75
13567,1
12865,4
12956,1.33333333333333
12794,30.4444444444444
12761,37.8888888888889
13500,28.9090909090909
11668,3.625
10716,13.7272727272727
10739,11.5555555555556
10809,20.2
10834,1
10848,1
10537,2.25
10535,26.5454545454545
10164,14
10294,33.1428571428571
10572,31.4545454545455
10589,1
10458,7.42857142857143
10470,1.71428571428571
10474,50.2727272727273
11192,26.2
11424,8
11428,11.2
11130,31.8
10947,2.375
11334,1
11343,2
11076,43.8181818181818
19059,2
41,1
228,116
448,1.16666666666667
21769,1.83333333333333
21787,1.5
21731,20.5555555555556
21816,7.81818181818182
21856,1
22031,49.7272727272727
1001,7
1201,1
1204,39.3
1397,6.33333333333333
953,5
21445,12
989,270.222222222222
21495,47.4444444444444
19605,253.272727272727
19612,2.375
19626,12.3333333333333
19948,1
19957,2.28571428571429
19981,1
19737,2
19584,8.375
19583,10.1818181818182
19582,1.5
18844,1.8
19402,2
19017,1.16666666666667
19019,1
19119,1
19475,5.375
19557,1
19924,1.66666666666667
20932,8.25
20306,1
21470,1
21334,4.1
21346,2
21359,1
21484,1.33333333333333
20215,1
20212,1
20132,33.2
20150,42
20170,20.1818181818182
20177,7.1
20187,1.4
20188,4.6
20191,1
20193,3.72727272727273
20185,2.375
18748,2.83333333333333
3165,2.66666666666667
3267,2
3879,4.28571428571429
4004,1.5
3492,1
1739,1.33333333333333
1520,3
2525,3.9
2350,1
2182,1
19346,1
15025,3.66666666666667
15028,2.125
13956,1
13991,1.4
14206,1
14223,2
15079,2.2
15082,2.1
15095,1.66666666666667
15032,1.25
15036,8.36363636363636
13148,2.88888888888889
13150,6.3
12666,1.4
12540,8.36363636363636
13120,1.4
12278,1.33333333333333
13391,1.33333333333333
13547,3
12781,1.5
13380,1
12726,1.14285714285714
18059,1.25
17920,1
18074,1
18075,15.2727272727273
18076,3
17932,1
17935,1.2
17946,1.85714285714286
18187,1
18193,1
18333,1
18338,9.72727272727273
18346,3.11111111111111
19294,2.22222222222222
17349,2.28571428571429
17734,1
19299,1
19302,1
19337,1
19338,1
19340,19
19345,2.83333333333333
19304,2.5
19306,1
19315,1.83333333333333
18539,1.83333333333333
18589,1
19330,1
19331,1
19334,1
19335,1
19336,8.57142857142857
17311,2.75
16254,4
16295,7.36363636363636
15756,1.66666666666667
16359,3.57142857142857
16755,16.3333333333333
15452,21.5
15208,1
17640,1.33333333333333
17641,2.33333333333333
17667,1
17668,6.1
17208,28.6666666666667
17212,8.2
17695,2.1
17711,3
17712,1
17713,27.6666666666667
17051,66.7272727272727
16823,1
16869,1
17604,5
4241,13.3636363636364
15116,43.9090909090909
15133,65.5454545454545
14654,2.11111111111111
15141,1
14775,5.1
14824,92.7272727272727
14825,57.3636363636364
14978,1
14405,17.8
14449,1
15438,2
15447,1
15479,1
15505,1
15530,3
15969,1
16018,1
15303,126.727272727273
14833,148.375
14835,3.5
14837,1
13538,6.6
12775,1.25
12818,1.66666666666667
12952,1
13514,1.33333333333333
12428,1
13017,1.4
12580,2
13188,1
14041,1.4
14252,1.25
13945,1
14167,1
13862,1
13874,1
18080,1
17951,1
17973,1
17995,2
18168,3
18172,1
18260,2.33333333333333
18306,1
18309,59.2222222222222
18317,3
18339,11.2857142857143
18376,18
18463,9.4
17178,1
17423,5.5
17490,1
18464,1.5
19378,1.5
18802,1
18946,1
18960,1
18964,1
18559,2
19321,1.5
18602,1.66666666666667
18603,2
18604,1
18605,1.33333333333333
18606,2
18607,1
18608,6
17050,1.5
18671,2
18680,220
18696,51.5
18718,15.25
19360,9
17622,72
15672,21
15716,14
15757,84
15656,77.25
15655,43.25
16126,6
16151,6
16181,1.8
16898,12
16954,11.2222222222222
16471,23.3636363636364
16648,69
16660,1
16830,220.777777777778
6031,103.333333333333
6125,46.8888888888889
6140,11
6227,5.8
6449,33
6450,22.25
7412,4.44444444444444
7745,1
7216,49.7272727272727
7176,21.4
6746,1.66666666666667
4572,414
4106,124.333333333333
4291,191.333333333333
4328,4
4519,6
4531,7
4735,1
4559,1
7701,2
6010,1.5
6011,3
4990,2
5065,1
5466,62.5
5500,1
5780,7
10929,1
10930,37.5
11340,22.7142857142857
10730,1.85714285714286
10728,1
10579,8
10626,49
10627,1.85714285714286
10650,1
10654,35.6363636363636
10660,1
10674,2.75
10689,1
10506,6
11857,1
12198,1
12219,1
11662,1
11392,1.57142857142857
11446,9.2
11574,1.33333333333333
10337,1
8340,1
8556,1
8557,4.71428571428571
8563,1
8568,5.5
9175,2
9179,2.66666666666667
8619,1
8650,36.8571428571429
9217,59.1
9231,32.4285714285714
8311,32.4
8297,1
8434,26.4
9868,2.66666666666667
9981,2
10082,2
10238,1.33333333333333
9809,1
9237,1
9007,1
9305,1.2
9382,2.66666666666667
9548,1
9615,1.33333333333333
9694,4.125
7664,4.18181818181818
7481,16.7777777777778
7482,11
7513,1.16666666666667
7673,14.6363636363636
7681,13.7272727272727
7733,27.9090909090909
7832,14
6858,1
6876,26.5
6878,46
6915,15
6919,45
6787,31.5
6795,35.5
6821,25
7178,1.8
7258,2.8
7282,1
7288,79.4444444444444
7300,3
7363,45
7387,3.66666666666667
7394,1
7425,45.7272727272727
7949,1
8559,58.2727272727273
8424,33.7272727272727
8427,1
8572,1
9170,29.8181818181818
8200,2
8290,1.28571428571429
8292,1.625
8299,1
8312,1
8319,1
8775,1
9228,5.27272727272727
8788,13.6363636363636
8794,3.83333333333333
8813,6.72727272727273
8854,4.81818181818182
8748,9.5
8600,40.625
8629,3
8641,2
8709,1
8740,8.44444444444444
8014,64.2
8015,2.4
8017,4.71428571428571
8018,3.5
7989,11.1428571428571
7901,15.6
7957,5.1
8097,7.9
8098,1
8103,14.25
8105,11
8050,6.8
8051,1
5683,1.16666666666667
5952,2
6008,1
5630,1
6012,2
6158,1
6240,1.33333333333333
6272,7.63636363636364
6023,10
6142,11.0909090909091
5470,8
5471,8
5498,2
5807,9.75
5514,10.3636363636364
5519,2
5432,3.14285714285714
5333,25.8
5347,17.8
5353,3.9
5354,16
5357,3
5919,5
5586,2.71428571428571
5593,2.5
5579,2
6591,4.4
6601,3.66666666666667
6348,1
6349,3.375
6365,5.42857142857143
6366,9.75
6325,7
6494,1
6572,6.33333333333333
6579,5.375
6581,5.5
8876,11.6
11837,2.55555555555556
11843,7.2
11725,16.2
11869,4.5
11870,7.55555555555556
11872,8
11741,4.125
11742,4.54545454545455
11709,2.66666666666667
11716,12.8333333333333
11790,4.75
11886,4.77777777777778
12114,3
12147,1
12160,4.5
11661,2
11405,7.3
11425,5.14285714285714
11226,3.5
11589,1
11624,1
11627,5.33333333333333
11633,6.4
11824,6.625
11638,5.11111111111111
11444,2
11451,1
11435,21.5
11499,3.88888888888889
11376,3.42857142857143
11940,5.42857142857143
13171,8
12588,2
12616,3.9
13187,2.625
12620,1
12624,3.125
13195,6.5
13170,3.5
13164,1
12548,3
12558,4.57142857142857
13153,2.6
13154,13.1111111111111
13161,2.83333333333333
12724,8.22222222222222
13393,10.8888888888889
13471,2.875
13487,1
12686,5.9
12665,3.4
12544,4.33333333333333
12096,1.16666666666667
12268,1.85714285714286
12311,6.88888888888889
12094,8
12196,1
11972,4
11977,1
11979,11.75
11981,6.88888888888889
11982,9.28571428571429
12066,2.8
12073,4.42857142857143
11955,3.5
12437,1.5
12440,4.57142857142857
12467,6.27272727272727
12485,4.5
12491,2
13107,7.22222222222222
12415,15.1
12323,3.27272727272727
12330,1
12316,4.55555555555556
12388,8.33333333333333
11375,7.25
9889,24.3333333333333
9713,5.28571428571429
9729,6
9758,4.66666666666667
10222,11.25
9811,2.4
10110,1.33333333333333
10114,7.72727272727273
9940,1.83333333333333
9941,2.4
9999,2
10267,4.83333333333333
10018,6.4
10022,2.5
10033,8.2
10035,31.2
10263,1
9682,1
9656,3.83333333333333
9010,6
9315,18.2222222222222
9316,2.33333333333333
9386,14.3636363636364
8994,18.2727272727273
9301,3.57142857142857
8884,10.625
8894,7.375
8914,6
8943,13.7142857142857
9280,3.33333333333333
10167,2
9455,3.11111111111111
9092,7.09090909090909
9145,9.2
9489,3.44444444444444
9638,1.5
9073,14
9451,18.4444444444444
9052,20
9449,1.85714285714286
10920,2.14285714285714
11331,5.88888888888889
11009,40.5
10917,1
11313,5.33333333333333
11323,26.125
10887,25.5
10891,2
10902,2.6
10910,2.33333333333333
10911,5.625
10913,11.3
11328,18.8
11077,1
11078,14.6
11081,8.5
11126,1
11138,7
11152,6.9
11149,7.4
11158,10.2727272727273
11067,3.83333333333333
11045,5.1
11046,8.54545454545454
11347,6.7
10409,5
10608,4.71428571428571
10609,2.2
10638,3
10643,1
10326,10.7272727272727
10347,12.9090909090909
10178,7.7
10777,3.5
10786,10.1
10787,6.1
10789,2.4
10813,17.5555555555556
10819,1
10829,2.54545454545455
10832,3.1
10686,44.6666666666667
10692,1
10463,2
10466,1.42857142857143
10492,1
10493,1
10526,1
215,1
244,1
366,1
385,2
423,1
1050,1.33333333333333
1059,1
1079,1
1124,1
152,1
10256,1
10259,1
10261,1
11297,1
14945,1
14949,1
14950,1
15517,1
16765,2
16783,1
17682,18.8
17683,13.3636363636364
17687,4.77777777777778
17688,1
19943,1
19947,1
29,2.3
10255,5.2
9288,1
9270,1
9258,1
9260,1
9261,13.6
9263,7.3
9269,10.1
43,2.28571428571429
56,1
40,1.71428571428571
1870,5
1631,2
1645,1.85714285714286
1736,25.0909090909091
1675,4.45454545454545
1442,5.66666666666667
1443,1
1304,2.11111111111111
1308,1.5
1216,4.5
1219,7.5
1358,2.2
1371,1.8
1274,2.5
20028,1.8
20032,2.6
20039,2.8
20052,5.54545454545455
20067,2.8
20152,2.85714285714286
20166,3.44444444444444
20087,2.9
20117,3.77777777777778
20121,5.81818181818182
20008,6.5
19822,7.7
19834,10.6666666666667
19864,15
20019,5.66666666666667
20020,12.4
19883,7
20130,7
20327,8.5
20211,5.4
20390,2.6
20470,4
20503,1
20507,20
20592,14
20669,1
20671,2.75
20673,9.09090909090909
20674,7.44444444444444
19178,11
19185,91.5454545454545
19189,42.4545454545455
19190,43.3333333333333
19482,1
19216,1
19016,12
19027,4.16666666666667
19235,1.33333333333333
19104,55.2727272727273
19108,1
20676,1
19653,1
19662,5.71428571428571
19670,1
19675,1
19679,1.5
19960,1
19751,1
19950,128.666666666667
19527,50.3333333333333
19560,19.3333333333333
19576,1.25
19587,17.5
19602,1
19606,25.7142857142857
20693,60
20696,2.7
21666,72.0909090909091
21697,3
21711,1
21821,1.75
21834,2
21533,1
21549,1
21579,1.5
21581,1.4
21597,3
21598,2
22055,1.33333333333333
21883,1
21899,19.2
21912,77.8181818181818
21930,12
20962,7
20966,1.33333333333333
20971,1.5
20972,237.545454545455
20973,74.7
21477,1
21358,4
20697,96.6363636363636
20889,1
20898,1
20246,20.8571428571429
20255,1
20257,26.8
20938,2
21448,41
21451,5.75
21454,16
21510,9.8
21489,7.77777777777778
3961,30.9090909090909
3967,5.72727272727273
3983,5.25
3958,1
3921,6.5
4323,1
4327,2.71428571428571
3704,11.1666666666667
3563,7
3670,125.181818181818
3771,159.727272727273
3628,57.8181818181818
5096,1.5
5111,2
5147,1.33333333333333
5181,3.22222222222222
5045,1
4440,5.33333333333333
4512,1.28571428571429
4430,1
4522,5.1
4411,1.66666666666667
4418,11.9090909090909
4602,1
2460,2
2721,22.4444444444444
2477,97.4545454545455
2493,13.1
2760,1.25
2432,13.1818181818182
2514,42
2588,12
2125,1
2132,1
2185,39.3
2194,11.2857142857143
2198,43
2077,47
3276,32.5
3515,3.125
3378,2.4
3049,16.7272727272727
2653,4.27272727272727
2674,5.33333333333333
3086,6
3270,12.5555555555556
3100,9.625
3120,4.57142857142857
3201,7.36363636363636
1109,21.4545454545455
282,2.375
1604,23.7272727272727
1340,1
22032,1.2
21892,1
21893,1.33333333333333
21895,11.5
21909,1
21915,27.5
21929,21.5
22094,14.5
22044,62.8181818181818
22149,61.9090909090909
2851,97.7272727272727
2724,9
2595,29.8
3200,3
1954,3
1718,1
1780,2.71428571428571
2303,2.5
1665,2
2241,2
2463,5.4
2094,1
21990,2
20894,1.33333333333333
20672,1
20417,1.71428571428571
20424,1
20506,2.25
20508,2.28571428571429
20515,1.75
20516,1.2
20597,2
21323,44.7142857142857
21331,8.90909090909091
21332,1.875
21337,16.3636363636364
21338,3
21341,2.16666666666667
21478,3.16666666666667
21479,2.71428571428571
21348,1.42857142857143
21390,3.42857142857143
20961,13.7777777777778
20247,2
20933,3.77777777777778
20937,13.0909090909091
19831,12.4
19882,5.375
19889,2.81818181818182
19898,3
19903,6.3
19905,1.33333333333333
19917,9.45454545454546
19829,15
19802,1.77777777777778
19807,4.57142857142857
19810,1.33333333333333
21408,9
20103,4.875
20141,3
20144,2
20058,2
20064,26.5
20176,3.5
21754,7.5
21764,1.5
21804,2.75
21815,1.5
21817,1.66666666666667
21750,1.5
21734,13.5
21629,6
21638,31
21780,1.5
21649,2.6
21634,19.7272727272727
21667,2
21691,3.90909090909091
21696,6.8
21712,1.875
21784,6
21786,9.36363636363636
21738,2.55555555555556
21966,1
21833,3
21985,18.0909090909091
21844,7.36363636363636
21846,29.9090909090909
21847,58.2727272727273
21615,13.7
21611,11.3333333333333
21571,11.2727272727273
21572,3.7
21607,3.66666666666667
21550,4.11111111111111
6361,3.4
6671,1
6682,2.125
7262,2.6
7316,10.2
7210,2.6
6197,1.33333333333333
6212,7.4
6177,5.71428571428571
6067,5
6094,5.5
6485,5
6580,1.42857142857143
8938,4
9019,3
8643,2.77777777777778
9988,2.71428571428571
9991,13.5
10138,2.6
10141,7.14285714285714
9859,4.9
9505,3.77777777777778
9675,7.7
9739,10
9816,15.7272727272727
9834,1.33333333333333
9645,5.7
8566,1
7710,5.2
7706,14.3333333333333
7698,6.625
7711,7.875
8156,4
8341,5.28571428571429
8089,4.22222222222222
7951,4.14285714285714
7906,4.6
20005,1.8
3663,4
3830,3.9
4003,1
4154,2
5380,4
5456,6.27272727272727
5600,2.14285714285714
5617,1.375
5642,11
4439,1
4547,2
4768,2.5
4267,4
4934,11.4545454545455
5073,1
5189,1
4645,1.71428571428571
4658,5.55555555555556
14815,2.75
14816,1.33333333333333
15199,1
14686,1
14687,1
14757,2
14781,5.22222222222222
14785,1.2
14789,1
14791,6.9
14920,1.8
14666,1
14665,1.57142857142857
14484,1.6
14528,6.57142857142857
14531,1
14465,1.6
14472,1
15119,4.54545454545455
15122,10.2
15132,11.8
15134,15.1
15109,1.33333333333333
14582,1.4
15444,2.11111111111111
15603,11.75
15669,10.4545454545455
15674,2.7
15694,2.25
16353,7.8
16357,3.44444444444444
15808,3.33333333333333
16403,1
15720,1.42857142857143
15977,4.54545454545455
15506,7
15529,7.8
15531,8
16178,2.71428571428571
14443,2.5
13028,1
13067,1
13757,5
13792,5.625
13808,4.66666666666667
12977,1
12979,1.83333333333333
12984,1.66666666666667
12986,1.71428571428571
12987,2.25
12991,2.4
13007,1
13847,1
13433,1
13435,3
12778,5.90909090909091
12785,1.5
14263,9
14264,38.7142857142857
14270,22
14273,16.25
14295,7
14317,2.22222222222222
14324,4.5
14113,2.81818181818182
14118,5.9
14428,1.875
14377,3.66666666666667
14460,14
13940,3.66666666666667
13947,10.2
13944,7.72727272727273
13973,1
14180,8.45454545454546
14061,1.6
14082,1.6
14089,8.83333333333333
14047,3.7
18672,1.83333333333333
18677,6.27272727272727
18684,57.5555555555556
18685,27.6666666666667
18690,1.75
18701,1
18648,3.77777777777778
18643,1
18631,2.22222222222222
19313,5.11111111111111
18526,1
18534,16.1
18538,26.4
18540,1
18555,18.6
18562,5.27272727272727
18616,7.63636363636364
18731,1.57142857142857
18842,1.5
18746,4.3
18762,2
18768,51.25
18783,1.625
18787,2.375
18800,4
18806,6.8
18811,1
18525,1.71428571428571
18509,8.09090909090909
18113,7
18117,13.6363636363636
18121,5.2
18159,6.5
18238,2.25
18099,2.33333333333333
18096,2
17924,7.72727272727273
17925,6.36363636363636
18241,2.25
18081,4.2
17954,3
18089,2
18248,1.5
18460,2.2
18468,3
18416,3.5
18253,4
18285,8.1
18288,2.88888888888889
18289,11.125
18307,1
18311,1
18312,1
18336,1
18361,1
19287,2.4
18378,1
18381,37.3
18344,14
17868,8.77777777777778
19238,1
19239,2.55555555555556
19241,11.2727272727273
19521,4.75
19534,1.14285714285714
19481,2.66666666666667
19483,7.55555555555556
19203,9.4
19543,2
19636,2
19954,2
19958,1
19792,3.33333333333333
19635,1.57142857142857
18966,4
19421,2.4
18943,3.72727272727273
18936,6.63636363636364
18862,3.55555555555556
18882,5.44444444444444
18927,5.625
19105,2.77777777777778
19102,15
19014,1.5
19018,2.75
19060,1
17867,4.63636363636364
16696,1.25
16706,4
16707,1
16742,1.66666666666667
16631,4.125
16796,1.66666666666667
16545,3.5
16550,5.6
16563,5.2
16564,12
16595,8.75
16611,8.25
16862,8.25
17599,8.72727272727273
16953,13.25
16955,4.16666666666667
16866,11.3333333333333
16875,5.45454545454545
16479,2.83333333333333
16489,6.44444444444444
16786,8.18181818181818
16506,2.28571428571429
16467,10.4545454545455
17725,5
17400,9.125
17401,7.90909090909091
17411,2.45454545454545
17430,3.3
17463,3.36363636363636
17464,1.4
17749,4.9
17354,11
18021,4.36363636363636
17788,4
17756,15.8181818181818
17478,4.18181818181818
17553,1
17304,1.33333333333333
17303,1
17062,3.33333333333333
17083,19.9090909090909
17646,7.45454545454545
17648,5.1
17145,1
17035,2
16998,1
17166,1
17256,1
17265,1
17276,1
17283,16.0909090909091
17291,1
17177,1
17189,1
19012,1
12586,4.28571428571429
13773,3.2
13797,4.44444444444444
13820,3.5
13843,4.63636363636364
12765,3.88888888888889
12360,8.54545454545454
11507,1
11053,1
11096,10.7
11699,5.09090909090909
11965,2.66666666666667
12087,3.14285714285714
12150,3
11862,2.85714285714286
11873,1.8
11747,5
12142,1.71428571428571
11778,2
14729,1
14813,6.09090909090909
15123,1.4
15117,5.1
16150,4.63636363636364
16152,2.8
14838,3.77777777777778
15197,7.2
14928,4.25
15312,9.7
15439,1.75
14015,1.5
13993,2
13994,2
14040,1.33333333333333
14157,2.4
13871,2.2
13927,1.33333333333333
14260,2
14374,2.125
14415,6
14463,4.5
7040,3
7125,2
7461,2
6157,1
6305,6.5
6664,7.54545454545455
6701,8.72727272727273
9971,9.5
10092,2.85714285714286
9614,1
9666,9.1
9851,2.11111111111111
10843,1.2
11025,6
10538,2
10358,2.44444444444444
10373,2.375
10624,4.25
10691,4.2
10465,2
9549,2.71428571428571
8159,2.14285714285714
8317,7.77777777777778
8333,7.25
8343,10
8414,1
8617,2
7899,31.5
8631,2.16666666666667
9347,7.11111111111111
9360,2
9314,7.4
9014,3.25
8646,1.28571428571429
8786,2.5
8935,7.7
1049,24.3
1092,6.2
1236,2
1007,3
1331,1
265,4.44444444444444
16771,28
14951,8.55555555555556
22000,4.6
22034,9
22103,4.8
329,1.33333333333333
22147,8
10606,1.875
333,3.11111111111111
1720,15
2161,2.2
2168,2
2216,16.1818181818182
17088,22.7272727272727
17551,4.66666666666667
18489,13
19344,9.3
18639,26.5555555555556
18698,14.2222222222222
18424,11.375
18358,43.5
18332,2
17759,7.6
18079,2.5
18223,9
18270,1.5
15654,1
16288,1.33333333333333
16294,7.44444444444444
15682,3.75
18704,73.25
16606,19.2727272727273
16608,141.5
16612,11.6363636363636
16678,2.7
16714,1
20256,13.0909090909091
20944,1.14285714285714
20168,2
20171,1.71428571428571
20200,38.3333333333333
20283,1.33333333333333
21730,1
21850,4.7
21659,1
20976,5.5
21396,3.33333333333333
21411,2.88888888888889
20139,1.57142857142857
